sourceName,region,system,side,signal,detail,triangles
Tenth rib.r,thoracic,skeletal,r,hierarchy,Ribs,7026
Third rib.l,thoracic,skeletal,l,hierarchy,Ribs,6980
Third rib.r,thoracic,skeletal,r,hierarchy,Ribs,6980
Twelfth rib.l,thoracic,skeletal,l,hierarchy,Ribs,3002
Twelfth rib.r,thoracic,skeletal,r,hierarchy,Ribs,3002
Vertebra T1,thoracic,skeletal,,hierarchy,Thoracic vertebrae,1946
Vertebra T10,thoracic,skeletal,,hierarchy,Thoracic vertebrae,3058
Vertebra T11,thoracic,skeletal,,hierarchy,Thoracic vertebrae,1798
Vertebra T12,thoracic,skeletal,,hierarchy,Thoracic vertebrae,2586
Vertebra T2,thoracic,skeletal,,hierarchy,Thoracic vertebrae,2142
Vertebra T3,thoracic,skeletal,,hierarchy,Thoracic vertebrae,2344
Vertebra T4,thoracic,skeletal,,hierarchy,Thoracic vertebrae,2216
Vertebra T5,thoracic,skeletal,,hierarchy,Thoracic vertebrae,2152
Vertebra T6,thoracic,skeletal,,hierarchy,Thoracic vertebrae,1780
Vertebra T7,thoracic,skeletal,,hierarchy,Thoracic vertebrae,2794
Vertebra T8,thoracic,skeletal,,hierarchy,Thoracic vertebrae,1733
Vertebra T9,thoracic,skeletal,,hierarchy,Thoracic vertebrae,2978
Xiphoid process,thoracic,skeletal,,hierarchy,Sternum,914
Anterior sacro-iliac ligament.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,52
Anterior sacro-iliac ligament.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,52
Iliolumbar ligament.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,8
Iliolumbar ligament.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,8
Inferior pubic ligament,lumbar,articular,,hierarchy,Joints of pelvic girdle,8
Intercornual ligament.l,lumbar,articular,l,override,"lumbar spine, pelvis and pelvic floor",4
Intercornual ligament.r,lumbar,articular,r,override,"lumbar spine, pelvis and pelvic floor",4
Interosseous sacro-iliac ligament.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,16
Interosseous sacro-iliac ligament.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,16
Interpubic disc,lumbar,articular,,hierarchy,Joints of pelvic girdle,104
Intervertebral disc L1-L2,lumbar,articular,,override,lumbar level,3132
Intervertebral disc L2-L3,lumbar,articular,,override,lumbar level,3388
Intervertebral disc L3-L4,lumbar,articular,,override,lumbar level,3116
Intervertebral disc L4-L5,lumbar,articular,,override,lumbar level,3286
Intervertebral disc L5-S1,lumbar,articular,,override,lumbar level,3586
Nucleus pulposus L1-L2,lumbar,articular,,override,lumbar level,960
Nucleus pulposus L2-L3,lumbar,articular,,override,lumbar level,960
Nucleus pulposus L3-L4,lumbar,articular,,override,lumbar level,960
Nucleus pulposus L4-L5,lumbar,articular,,override,lumbar level,960
Nucleus pulposus L5-S1,lumbar,articular,,override,lumbar level,960
Obturator membrane.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,113
Obturator membrane.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,113
Posterior sacro-iliac ligament.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,151
Posterior sacro-iliac ligament.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,151
Pubic symphysis,lumbar,articular,,hierarchy,Joints of pelvic girdle,104
Sacrococcygeal symphysis,lumbar,articular,,override,"lumbar spine, pelvis and pelvic floor",188
Sacrospinous ligament.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,17
Sacrospinous ligament.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,17
Sacrotuberous ligament.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,47
Sacrotuberous ligament.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,47
Superior pubic ligament,lumbar,articular,,hierarchy,Joints of pelvic girdle,8
Triradiate cartilage.l,lumbar,articular,l,hierarchy,Joints of pelvic girdle,79
Triradiate cartilage.r,lumbar,articular,r,hierarchy,Joints of pelvic girdle,79
Erector spinae.ol,lumbar,insertion,l,centroid,z=0.973 |x|=0.054 y=+0.063,57
Erector spinae.or,lumbar,insertion,r,centroid,z=0.973 |x|=0.054 y=+0.063,57
External abdominal oblique muscle.o1l,lumbar,insertion,l,parent,External abdominal oblique muscle.l,167
External abdominal oblique muscle.o1r,lumbar,insertion,r,parent,External abdominal oblique muscle.r,167
External abdominal oblique muscle.o2l,lumbar,insertion,l,parent,External abdominal oblique muscle.l,127
External abdominal oblique muscle.o2r,lumbar,insertion,r,parent,External abdominal oblique muscle.r,127
External abdominal oblique muscle.o3l,lumbar,insertion,l,parent,External abdominal oblique muscle.l,226
External abdominal oblique muscle.o3r,lumbar,insertion,r,parent,External abdominal oblique muscle.r,226
External abdominal oblique muscle.o4l,lumbar,insertion,l,parent,External abdominal oblique muscle.l,80
External abdominal oblique muscle.o4r,lumbar,insertion,r,parent,External abdominal oblique muscle.r,80
External abdominal oblique muscle.o5l,lumbar,insertion,l,parent,External abdominal oblique muscle.l,214
External abdominal oblique muscle.o5r,lumbar,insertion,r,parent,External abdominal oblique muscle.r,214
External abdominal oblique muscle.ol,lumbar,insertion,l,parent,External abdominal oblique muscle.l,144
External abdominal oblique muscle.or,lumbar,insertion,r,parent,External abdominal oblique muscle.r,144
Internal abdominal oblique muscle.o1l,lumbar,insertion,l,parent,Internal abdominal oblique muscle.l,118
Internal abdominal oblique muscle.o1r,lumbar,insertion,r,parent,Internal abdominal oblique muscle.r,118
Internal abdominal oblique muscle.o2l,lumbar,insertion,l,parent,Internal abdominal oblique muscle.l,91
Internal abdominal oblique muscle.o2r,lumbar,insertion,r,parent,Internal abdominal oblique muscle.r,91
Internal abdominal oblique muscle.o3l,lumbar,insertion,l,parent,Internal abdominal oblique muscle.l,82
Internal abdominal oblique muscle.o3r,lumbar,insertion,r,parent,Internal abdominal oblique muscle.r,82
Internal abdominal oblique muscle.o4l,lumbar,insertion,l,parent,Internal abdominal oblique muscle.l,494
Internal abdominal oblique muscle.o4r,lumbar,insertion,r,parent,Internal abdominal oblique muscle.r,494
Internal abdominal oblique muscle.ol,lumbar,insertion,l,parent,Internal abdominal oblique muscle.l,388
Internal abdominal oblique muscle.or,lumbar,insertion,r,parent,Internal abdominal oblique muscle.r,388
Levator ani.ol,lumbar,insertion,l,override,"lumbar spine, pelvis and pelvic floor",42
Levator ani.or,lumbar,insertion,r,override,"lumbar spine, pelvis and pelvic floor",42
Rectus abdominis muscle.el,lumbar,insertion,l,parent,Rectus abdominis muscle.l,54
Rectus abdominis muscle.er,lumbar,insertion,r,parent,Rectus abdominis muscle.r,54
Rectus abdominis muscle.ol,lumbar,insertion,l,parent,Rectus abdominis muscle.l,327
Rectus abdominis muscle.or,lumbar,insertion,r,parent,Rectus abdominis muscle.r,327
Transversus abdominis muscle.ol,lumbar,insertion,l,parent,Transversus abdominis muscle.l,80
Transversus abdominis muscle.or,lumbar,insertion,r,parent,Transversus abdominis muscle.r,80
Anterior layer of thoracolumbar fascia.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",176
Anterior layer of thoracolumbar fascia.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",176
Coccygeus muscle.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",1034
Coccygeus muscle.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",1034
Dorsal parts of lateral intertransversarii lumborum muscles.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",720
Dorsal parts of lateral intertransversarii lumborum muscles.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",720
External abdominal oblique muscle.l,lumbar,muscular,l,hierarchy,Muscles of abdomen,29622
External abdominal oblique muscle.r,lumbar,muscular,r,hierarchy,Muscles of abdomen,29622
External anal sphincter.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",202
External anal sphincter.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",202
Iliococcygeus muscle.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",1962
Iliococcygeus muscle.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",1962
Iliocostalis lumborum muscle.l,lumbar,muscular,l,override,named lumbar part of a long back muscle,10038
Iliocostalis lumborum muscle.r,lumbar,muscular,r,override,named lumbar part of a long back muscle,10038
Iliopectineal arch.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",26
Iliopectineal arch.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",26
Iliopsoas fascia.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",1602
Iliopsoas fascia.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",1602
Inguinal ligament.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",1056
Inguinal ligament.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",1056
Internal abdominal oblique muscle.l,lumbar,muscular,l,hierarchy,Muscles of abdomen,28869
Internal abdominal oblique muscle.r,lumbar,muscular,r,hierarchy,Muscles of abdomen,28869
Interspinales lumborum muscles.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",562
Interspinales lumborum muscles.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",562
Investing abdominal fascia.l,lumbar,muscular,l,hierarchy,Abdominal part of muscular system,11106
Investing abdominal fascia.r,lumbar,muscular,r,hierarchy,Abdominal part of muscular system,11106
Linea alba,lumbar,muscular,,override,"lumbar spine, pelvis and pelvic floor",338
Middle layer of thoracolumbar fascia.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",160
Middle layer of thoracolumbar fascia.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",160
Multifidus lumborum muscle.l,lumbar,muscular,l,override,named lumbar part of a long back muscle,2820
Multifidus lumborum muscle.r,lumbar,muscular,r,override,named lumbar part of a long back muscle,2820
Piriformis fascia.l,lumbar,muscular,l,centroid,z=0.888 |x|=0.079 y=+0.044,926
Piriformis fascia.r,lumbar,muscular,r,centroid,z=0.888 |x|=0.079 y=+0.044,926
Posterior layer of thoracolumbar fascia.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",313
Posterior layer of thoracolumbar fascia.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",313
Psoas major.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",5474
Psoas major.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",5474
Pubo-analis muscle.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",1440
Pubo-analis muscle.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",1440
Pubococcygeus muscle.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",2512
Pubococcygeus muscle.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",2512
Pyramidalis muscle.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",1112
Pyramidalis muscle.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",1112
Quadratus lumborum muscle.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",2832
Quadratus lumborum muscle.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",2832
Rectus abdominis muscle.l,lumbar,muscular,l,hierarchy,Muscles of abdomen,20604
Rectus abdominis muscle.r,lumbar,muscular,r,hierarchy,Muscles of abdomen,20604
Tendinous arch of levator ani.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",750
Tendinous arch of levator ani.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",750
Transversalis fascia,lumbar,muscular,,override,"lumbar spine, pelvis and pelvic floor",4207
Transversus abdominis muscle.l,lumbar,muscular,l,hierarchy,Muscles of abdomen,34328
Transversus abdominis muscle.r,lumbar,muscular,r,hierarchy,Muscles of abdomen,34328
Ventral parts of lateral intertransversarii lumborum muscles.l,lumbar,muscular,l,override,"lumbar spine, pelvis and pelvic floor",996
Ventral parts of lateral intertransversarii lumborum muscles.r,lumbar,muscular,r,override,"lumbar spine, pelvis and pelvic floor",996
Coccyx,lumbar,skeletal,,override,"lumbar spine, pelvis and pelvic floor",1166
Hip bone.l,lumbar,skeletal,l,override,"lumbar spine, pelvis and pelvic floor",3788
Hip bone.r,lumbar,skeletal,r,override,"lumbar spine, pelvis and pelvic floor",3788
Sacrum,lumbar,skeletal,,override,"lumbar spine, pelvis and pelvic floor",11676
Vertebra L1,lumbar,skeletal,,hierarchy,Lumbar vertebrae,3162
Vertebra L2,lumbar,skeletal,,hierarchy,Lumbar vertebrae,2688
Vertebra L3,lumbar,skeletal,,hierarchy,Lumbar vertebrae,3160
Vertebra L4,lumbar,skeletal,,hierarchy,Lumbar vertebrae,3804
Vertebra L5,lumbar,skeletal,,hierarchy,Lumbar vertebrae,4032
Acetabular labrum.l,hip,articular,l,hierarchy,Hip joint,352
Acetabular labrum.r,hip,articular,r,hierarchy,Hip joint,352
Articular capsule of hip joint.l,hip,articular,l,hierarchy,Hip joint,280
Articular capsule of hip joint.r,hip,articular,r,hierarchy,Hip joint,280
Descending part of iliofemoral ligament.l,hip,articular,l,hierarchy,Hip joint,64
Descending part of iliofemoral ligament.r,hip,articular,r,hierarchy,Hip joint,64
Frenula capsulae.l,hip,articular,l,hierarchy,Hip joint,216
Frenula capsulae.r,hip,articular,r,hierarchy,Hip joint,216
Ischiofemoral ligament.l,hip,articular,l,hierarchy,Hip joint,71
Ischiofemoral ligament.r,hip,articular,r,hierarchy,Hip joint,71
Ligament of head of femur.l,hip,articular,l,hierarchy,Hip joint,192
Ligament of head of femur.r,hip,articular,r,hierarchy,Hip joint,192
Pubofemoral ligament.l,hip,articular,l,hierarchy,Hip joint,40
Pubofemoral ligament.r,hip,articular,r,hierarchy,Hip joint,40
Transverse acetabular ligament.l,hip,articular,l,hierarchy,Hip joint,60
Transverse acetabular ligament.r,hip,articular,r,hierarchy,Hip joint,60
Transverse part of iliofemoral ligament.l,hip,articular,l,hierarchy,Hip joint,48
Transverse part of iliofemoral ligament.r,hip,articular,r,hierarchy,Hip joint,48
Adductor longus.el,hip,insertion,l,parent,Adductor longus.l,29
Adductor longus.er,hip,insertion,r,parent,Adductor longus.r,29
Adductor longus.ol,hip,insertion,l,parent,Adductor longus.l,23
Adductor longus.or,hip,insertion,r,parent,Adductor longus.r,23
Adductor magnus.el,hip,insertion,l,parent,Adductor magnus.l,133
Adductor magnus.er,hip,insertion,r,parent,Adductor magnus.r,133
Adductor magnus.ol,hip,insertion,l,parent,Adductor magnus.l,60
Adductor magnus.or,hip,insertion,r,parent,Adductor magnus.r,60
Gluteus maximus muscle.el,hip,insertion,l,parent,Gluteus maximus muscle.l,60
Gluteus maximus muscle.er,hip,insertion,r,parent,Gluteus maximus muscle.r,60
Gluteus maximus muscle.ol,hip,insertion,l,parent,Gluteus maximus muscle.l,76
Gluteus maximus muscle.or,hip,insertion,r,parent,Gluteus maximus muscle.r,76
Gluteus medius muscle.el,hip,insertion,l,parent,Gluteus medius muscle.l,38
Gluteus medius muscle.er,hip,insertion,r,parent,Gluteus medius muscle.r,38
Gluteus medius muscle.ol,hip,insertion,l,parent,Gluteus medius muscle.l,61
Gluteus medius muscle.or,hip,insertion,r,parent,Gluteus medius muscle.r,61
Gluteus minimus muscle.ol,hip,insertion,l,parent,Gluteus minimus muscle.l,93
Gluteus minimus muscle.or,hip,insertion,r,parent,Gluteus minimus muscle.r,93
Gracilis muscle.el,hip,insertion,l,parent,Gracilis muscle.l,14
Gracilis muscle.er,hip,insertion,r,parent,Gracilis muscle.r,14
Gracilis muscle.ol,hip,insertion,l,parent,Gracilis muscle.l,59
Gracilis muscle.or,hip,insertion,r,parent,Gracilis muscle.r,59
Iliacus muscle.ol,hip,insertion,l,parent,Iliacus muscle.l,80
Iliacus muscle.or,hip,insertion,r,parent,Iliacus muscle.r,80
Iliopsoas muscle.el,hip,insertion,l,centroid,z=0.790 |x|=0.094 y=+0.023,114
Iliopsoas muscle.er,hip,insertion,r,centroid,z=0.790 |x|=0.094 y=+0.023,114
Inferior gemellus muscle.ol,hip,insertion,l,parent,Inferior gemellus muscle.l,21
Inferior gemellus muscle.or,hip,insertion,r,parent,Inferior gemellus muscle.r,21
Long head of biceps femoris.ol,hip,insertion,l,parent,Long head of biceps femoris.l,23
Long head of biceps femoris.or,hip,insertion,r,parent,Long head of biceps femoris.r,23
Obturator externus.ol,hip,insertion,l,parent,Obturator externus.l,204
Obturator externus.or,hip,insertion,r,parent,Obturator externus.r,204
Obturator internus.ol,hip,insertion,l,parent,Obturator internus.l,121
Obturator internus.or,hip,insertion,r,parent,Obturator internus.r,121
